team_ID,team_abbreviation,team_wins,team_losses,team_win_percentage,conference,team_playoff_rank,season
1610612741,Bulls,39,43,0.476,East,9,2023-24
1610612758,Kings,46,36,0.561,West,9,2023-24
1610612737,Hawks,36,46,0.439,East,10,2023-24
1610612744,Warriors,46,36,0.561,West,10,2023-24
1610612751,Nets,32,50,0.39,East,11,2023-24
1610612745,Rockets,41,41,0.5,West,11,2023-24
1610612761,Raptors,25,57,0.305,East,12,2023-24
1610612762,Jazz,31,51,0.378,West,12,2023-24
1610612766,Hornets,21,61,0.256,East,13,2023-24
1610612763,Grizzlies,27,55,0.329,West,13,2023-24
1610612759,Spurs,22,60,0.268,West,14,2023-24
1610612764,Wizards,15,67,0.183,East,14,2023-24
1610612765,Pistons,14,68,0.171,East,15,2023-24
1610612757,Trail Blazers,21,61,0.256,West,15,2023-24
1610612739,Cavaliers,64,18,0.78,East,1,2024-25
1610612760,Thunder,68,14,0.829,West,1,2024-25
1610612738,Celtics,61,21,0.744,East,2,2024-25
1610612745,Rockets,52,30,0.634,West,2,2024-25
1610612747,Lakers,50,32,0.61,West,3,2024-25
1610612752,Knicks,51,31,0.622,East,3,2024-25
1610612743,Nuggets,50,32,0.61,West,4,2024-25
1610612754,Pacers,50,32,0.61,East,4,2024-25
1610612749,Bucks,48,34,0.585,East,5,2024-25
1610612746,Clippers,50,32,0.61,West,5,2024-25
1610612750,Timberwolves,49,33,0.598,West,6,2024-25
1610612765,Pistons,44,38,0.537,East,6,2024-25
1610612753,Magic,41,41,0.5,East,7,2024-25
1610612744,Warriors,48,34,0.585,West,7,2024-25
1610612737,Hawks,40,42,0.488,East,8,2024-25
1610612763,Grizzlies,48,34,0.585,West,8,2024-25
1610612758,Kings,40,42,0.488,West,9,2024-25
1610612741,Bulls,39,43,0.476,East,9,2024-25
1610612742,Mavericks,39,43,0.476,West,10,2024-25
1610612748,Heat,37,45,0.451,East,10,2024-25
1610612761,Raptors,30,52,0.366,East,11,2024-25
1610612756,Suns,36,46,0.439,West,11,2024-25
1610612757,Trail Blazers,36,46,0.439,West,12,2024-25
1610612751,Nets,26,56,0.317,East,12,2024-25
1610612755,76ers,24,58,0.293,East,13,2024-25
1610612759,Spurs,34,48,0.415,West,13,2024-25
1610612766,Hornets,19,63,0.232,East,14,2024-25
1610612740,Pelicans,21,61,0.256,West,14,2024-25
1610612764,Wizards,18,64,0.22,East,15,2024-25
1610612762,Jazz,17,65,0.207,West,15,2024-25
1610612760,Thunder,18,1,0.947,West,1,2025-26
1610612765,Pistons,15,3,0.833,East,1,2025-26
1610612761,Raptors,14,5,0.737,East,2,2025-26
1610612747,Lakers,13,4,0.765,West,2,2025-26
1610612748,Heat,13,6,0.684,East,3,2025-26
1610612743,Nuggets,13,4,0.765,West,3,2025-26
1610612745,Rockets,12,4,0.75,West,4,2025-26
1610612752,Knicks,11,6,0.647,East,4,2025-26
1610612739,Cavaliers,12,7,0.632,East,5,2025-26
1610612759,Spurs,12,5,0.706,West,5,2025-26
1610612756,Suns,12,7,0.632,West,6,2025-26
1610612737,Hawks,11,8,0.579,East,6,2025-26
1610612753,Magic,11,8,0.579,East,7,2025-26
1610612750,Timberwolves,10,8,0.556,West,7,2025-26
1610612738,Celtics,10,8,0.556,East,8,2025-26
1610612744,Warriors,10,10,0.5,West,8,2025-26
1610612741,Bulls,9,8,0.529,East,9,2025-26
1610612757,Trail Blazers,8,11,0.421,West,9,2025-26
1610612755,76ers,9,8,0.529,East,10,2025-26
1610612763,Grizzlies,7,12,0.368,West,10,2025-26
1610612762,Jazz,5,12,0.294,West,11,2025-26
1610612749,Bucks,8,11,0.421,East,11,2025-26
1610612746,Clippers,5,13,0.278,West,12,2025-26
1610612766,Hornets,4,14,0.222,East,12,2025-26
1610612758,Kings,5,14,0.263,West,13,2025-26
1610612751,Nets,3,14,0.176,East,13,2025-26
1610612742,Mavericks,5,14,0.263,West,14,2025-26
1610612764,Wizards,2,15,0.118,East,14,2025-26
1610612740,Pelicans,3,16,0.158,West,15,2025-26
1610612754,Pacers,2,16,0.111,East,15,2025-26
